timestamp,46400_CE,46400_PE,46500_CE,46500_PE,46600_CE,46600_PE,46700_CE,46700_PE,46800_CE,46800_PE,46900_CE,46900_PE,47000_CE,47000_PE,47100_CE,47100_PE,47200_CE,47200_PE,47300_CE,47300_PE,47400_CE,47400_PE,47500_CE,47500_PE,47600_CE,47600_PE,47700_CE,47700_PE,47800_CE,47800_PE,47900_CE,47900_PE,48000_CE,48000_PE,48100_CE,48100_PE,48200_CE,48200_PE,48300_CE,48300_PE,48400_CE,48400_PE,48500_CE,48500_PE,48600_CE,48600_PE,48700_CE,48700_PE,48800_CE,48800_PE,48900_CE,48900_PE,49000_CE,49000_PE,49100_CE,49100_PE,49200_CE,49200_PE,49300_CE,49300_PE
1702611900,11745.0,472860.0,84615.0,1629375.0,25080.0,576840.0,21135.0,634515.0,36240.0,584505.0,58980.0,568905.0,554040.0,2036580.0,151800.0,743085.0,147450.0,674280.0,116115.0,719310.0,208740.0,668445.0,781755.0,1794615.0,327615.0,938085.0,893760.0,1232520.0,1110885.0,1119060.0,1051290.0,940680.0,2909550.0,1075890.0,1127865.0,212085.0,1095855.0,123555.0,605985.0,82065.0,577485.0,51825.0,1383690.0,145230.0,568185.0,16335.0,539205.0,9165.0,828735.0,4680.0,569655.0,8175.0,1688775.0,24360.0,346320.0,1335.0,834630.0,1500.0,434925.0,660.0
1702611960,11745.0,472860.0,84615.0,1629375.0,25080.0,576840.0,21135.0,634515.0,36240.0,584505.0,58980.0,568905.0,554040.0,2036580.0,151800.0,743085.0,147450.0,674280.0,116115.0,719310.0,208740.0,668445.0,781755.0,1794615.0,327615.0,938085.0,893760.0,1232520.0,1110885.0,1119060.0,1051290.0,940680.0,2909550.0,1075890.0,1127865.0,212085.0,1095855.0,123555.0,605985.0,82065.0,577485.0,51825.0,1383690.0,145230.0,568185.0,16335.0,539205.0,9165.0,828735.0,4680.0,569655.0,8175.0,1688775.0,24360.0,346320.0,1335.0,834630.0,1500.0,434925.0,660.0
1702612020,11745.0,478500.0,84675.0,1722705.0,25395.0,643425.0,22965.0,627660.0,36030.0,601650.0,58005.0,592995.0,511800.0,1981575.0,153720.0,788130.0,148470.0,721665.0,116070.0,777195.0,206685.0,775005.0,784470.0,2039355.0,333720.0,929805.0,737355.0,1232010.0,1163310.0,1348410.0,1336290.0,1296345.0,3377085.0,1623825.0,1276095.0,352335.0,1360455.0,194055.0,717705.0,111360.0,655590.0,84285.0,1516395.0,157995.0,659115.0,19545.0,599580.0,13980.0,916140.0,5655.0,616335.0,8700.0,1711530.0,25170.0,397785.0,1335.0,839100.0,1500.0,449250.0,660.0
1702612080,11745.0,478500.0,84675.0,1722705.0,25395.0,643425.0,22965.0,627660.0,36030.0,601650.0,58005.0,592995.0,511800.0,1981575.0,153720.0,788130.0,148470.0,721665.0,116070.0,777195.0,206685.0,775005.0,784470.0,2039355.0,333720.0,929805.0,737355.0,1232010.0,1163310.0,1348410.0,1336290.0,1296345.0,3377085.0,1623825.0,1276095.0,352335.0,1360455.0,194055.0,717705.0,111360.0,655590.0,84285.0,1516395.0,157995.0,659115.0,19545.0,599580.0,13980.0,916140.0,5655.0,616335.0,8700.0,1711530.0,25170.0,397785.0,1380.0,839100.0,1545.0,449250.0,660.0
1702612140,11745.0,478500.0,84675.0,1722705.0,25395.0,643425.0,22965.0,627660.0,36030.0,601650.0,58005.0,592995.0,511800.0,1981575.0,153720.0,788130.0,148470.0,721665.0,116070.0,777195.0,206685.0,775005.0,784470.0,2039355.0,333720.0,929805.0,737355.0,1232010.0,1163310.0,1348410.0,1336290.0,1296345.0,3377085.0,1623825.0,1276095.0,352335.0,1360455.0,194055.0,717705.0,111360.0,655590.0,84285.0,1516395.0,157995.0,659115.0,19545.0,599580.0,13980.0,916140.0,5655.0,616335.0,8700.0,1711530.0,25170.0,397785.0,1380.0,839100.0,1545.0,449250.0,660.0
1702612200,11700.0,523035.0,83490.0,1807740.0,25350.0,643080.0,22650.0,651180.0,35310.0,617940.0,58005.0,594495.0,506325.0,1998990.0,154350.0,772410.0,148665.0,759480.0,115635.0,820170.0,202890.0,890475.0,804930.0,2196435.0,330645.0,1025010.0,734235.0,1359330.0,1415805.0,1572870.0,1650555.0,1462350.0,3685665.0,1866135.0,1355235.0,421650.0,1424625.0,266640.0,781365.0,168510.0,692535.0,93765.0,1605060.0,169305.0,716040.0,19215.0,625875.0,11265.0,977430.0,6495.0,642255.0,8910.0,1718205.0,23190.0,415515.0,1395.0,856410.0,1575.0,470115.0,660.0
1702612260,11700.0,523035.0,83490.0,1807740.0,25350.0,643080.0,22650.0,651180.0,35310.0,617940.0,58005.0,594495.0,506325.0,1998990.0,154350.0,772410.0,148665.0,759480.0,115635.0,820170.0,202890.0,890475.0,804930.0,2196435.0,330645.0,1025010.0,734235.0,1359330.0,1415805.0,1572870.0,1650555.0,1462350.0,3685665.0,1866135.0,1355235.0,421650.0,1424625.0,266640.0,781365.0,168510.0,692535.0,93765.0,1605060.0,169305.0,716040.0,19215.0,625875.0,11265.0,977430.0,6495.0,642255.0,8910.0,1718205.0,23190.0,415515.0,1395.0,856410.0,1575.0,470115.0,660.0
1702612320,11700.0,523035.0,83490.0,1807740.0,25350.0,643080.0,22650.0,651180.0,35310.0,617940.0,58005.0,594495.0,506325.0,1998990.0,154350.0,772410.0,148665.0,759480.0,115635.0,820170.0,202890.0,890475.0,804930.0,2196435.0,330645.0,1025010.0,734235.0,1359330.0,1415805.0,1572870.0,1650555.0,1462350.0,3685665.0,1866135.0,1355235.0,421650.0,1424625.0,266640.0,781365.0,168510.0,692535.0,93765.0,1605060.0,169305.0,716040.0,19215.0,625875.0,11265.0,977430.0,6495.0,642255.0,8910.0,1718205.0,23190.0,415515.0,1395.0,856410.0,1575.0,470115.0,660.0
1702612380,11700.0,545850.0,83370.0,1835445.0,25005.0,645810.0,22485.0,662505.0,35190.0,642045.0,58005.0,621885.0,506250.0,2041845.0,154200.0,792375.0,148935.0,828015.0,115185.0,833040.0,204720.0,957555.0,810300.0,2320560.0,341025.0,1103940.0,756360.0,1470210.0,1594950.0,1718940.0,1735350.0,1635315.0,3805575.0,1977600.0,1391505.0,486450.0,1404540.0,292590.0,840885.0,176745.0,710790.0,99615.0,1682085.0,170880.0,748515.0,19395.0,672285.0,14400.0,1010880.0,6915.0,683670.0,9105.0,1748040.0,23190.0,420495.0,1395.0,859515.0,1575.0,493140.0,660.0
1702612440,11700.0,545850.0,83370.0,1835445.0,25005.0,645810.0,22485.0,662505.0,35190.0,642045.0,58110.0,621885.0,506250.0,2041845.0,154200.0,792375.0,148935.0,828015.0,115185.0,833040.0,204720.0,957555.0,810300.0,2320560.0,341025.0,1103940.0,756360.0,1470210.0,1594950.0,1718940.0,1735350.0,1635315.0,3805575.0,1977600.0,1391505.0,486450.0,1404540.0,292590.0,840885.0,176745.0,710790.0,99615.0,1682085.0,170880.0,748515.0,19395.0,672285.0,14400.0,1010880.0,6915.0,683670.0,9105.0,1748040.0,23160.0,420495.0,1395.0,859515.0,1575.0,493140.0,660.0
1702612500,11700.0,545850.0,83370.0,1835445.0,25005.0,645810.0,22485.0,662505.0,35190.0,642045.0,58110.0,621885.0,506250.0,2041845.0,154200.0,792375.0,148935.0,828015.0,115185.0,833040.0,204720.0,957555.0,810300.0,2320560.0,341025.0,1103940.0,756360.0,1470210.0,1594950.0,1718940.0,1735350.0,1635315.0,3805575.0,1977600.0,1391505.0,486450.0,1404540.0,292590.0,840885.0,176745.0,710790.0,99615.0,1682085.0,170880.0,748515.0,19395.0,672285.0,14400.0,1010880.0,6915.0,683670.0,9105.0,1748040.0,23160.0,420495.0,1395.0,859515.0,1575.0,493140.0,660.0
1702612560,11685.0,713055.0,83205.0,1884765.0,24885.0,664755.0,22800.0,654660.0,35160.0,667905.0,57915.0,633495.0,505875.0,2070615.0,154680.0,810720.0,148965.0,843660.0,117690.0,925290.0,207990.0,979260.0,824955.0,2520825.0,350655.0,1152510.0,797415.0,1581765.0,1759605.0,1826445.0,1879305.0,1754670.0,3935775.0,2062320.0,1262685.0,516630.0,1454415.0,300615.0,806685.0,178725.0,737955.0,105405.0,1771425.0,171000.0,767355.0,21525.0,759495.0,14580.0,1014555.0,7935.0,701760.0,9180.0,1787760.0,23115.0,421770.0,1380.0,897120.0,1575.0,521655.0,660.0
