,start_date,lw_open,lw_high,lw_low,lw_close,lw_poc_price,lw_va_l_p,lw_va_h_p,lw_va_l_poc_mid,lw_va_l_low_mid,lw_va_h_poc_mid,lw_va_h_high_mid,lw_balance_target,lw_h_a_l,lw_low_ext_val,lw_high_ext_val,lw_sin_print_val,lw_p_shape,lw_range,open_type,day_0_p_shape,day_0_range,day_0_w_poc_dir,day_0_w_high_pos,day_0_w_low_pos,day_0_w_poc_pos,day_0_w_close_pos,day_0_t_close_pos,day_0_return,day_0_open_tpo,day_0_high_tpo,day_0_low_tpo,day_0_close_tpo,day_0_poc_price_tpo,day_0_va_l_p_tpo,day_0_va_l_poc_mid_tpo,day_0_va_l_low_mid_tpo,day_0_va_h_poc_mid_tpo,day_0_va_h_high_mid_tpo,day_0_va_h_p_tpo,day_0_balance_target_tpo,day_1_p_shape,day_1_range,day_1_w_poc_dir,day_1_w_high_pos,day_1_w_low_pos,day_1_w_poc_pos,day_1_w_close_pos,day_1_t_close_pos,day_1_return,day_1_reversal,day_1_open_tpo,day_1_high_tpo,day_1_low_tpo,day_1_close_tpo,day_1_poc_price_tpo,day_1_va_l_p_tpo,day_1_va_l_poc_mid_tpo,day_1_va_l_low_mid_tpo,day_1_va_h_poc_mid_tpo,day_1_va_h_high_mid_tpo,day_1_va_h_p_tpo,day_1_balance_target_tpo,day_2_p_shape,day_2_range,day_2_w_poc_dir,day_2_w_high_pos,day_2_w_low_pos,day_2_w_poc_pos,day_2_w_close_pos,day_2_t_close_pos,day_2_return,day_2_reversal,day_2_open_tpo,day_2_high_tpo,day_2_low_tpo,day_2_close_tpo,day_2_poc_price_tpo,day_2_va_l_p_tpo,day_2_va_l_poc_mid_tpo,day_2_va_l_low_mid_tpo,day_2_va_h_poc_mid_tpo,day_2_va_h_high_mid_tpo,day_2_va_h_p_tpo,day_2_balance_target_tpo,day_3_p_shape,day_3_range,day_3_w_poc_dir,day_3_w_high_pos,day_3_w_low_pos,day_3_w_poc_pos,day_3_w_close_pos,day_3_t_close_pos,day_3_return,day_3_reversal,day_3_open_tpo,day_3_high_tpo,day_3_low_tpo,day_3_close_tpo,day_3_poc_price_tpo,day_3_va_l_p_tpo,day_3_va_l_poc_mid_tpo,day_3_va_l_low_mid_tpo,day_3_va_h_poc_mid_tpo,day_3_va_h_high_mid_tpo,day_3_va_h_p_tpo,day_3_balance_target_tpo,expiry_p_shape,expiry_range,expiry_w_poc_dir,expiry_w_high_pos,expiry_w_low_pos,expiry_w_poc_pos,expiry_w_close_pos,expiry_t_close_pos,expiry_return,expiry_reversal,expiry_open_tpo,expiry_high_tpo,expiry_low_tpo,expiry_close_tpo,expiry_poc_price_tpo,expiry_va_l_p_tpo,expiry_va_l_poc_mid_tpo,expiry_va_l_low_mid_tpo,expiry_va_h_poc_mid_tpo,expiry_va_h_high_mid_tpo,expiry_va_h_p_tpo,expiry_balance_target_tpo,open,high,low,close,poc_price,va_l_p,va_l_poc_mid,va_l_low_mid,va_h_poc_mid,va_h_high_mid,va_h_p,balance_target,open_tpo,high_tpo,low_tpo,close_tpo,poc_price_tpo,va_l_p_tpo,va_l_poc_mid_tpo,va_l_low_mid_tpo,va_h_poc_mid_tpo,va_h_high_mid_tpo,va_h_p_tpo,balance_target_tpo,close_type,prev_week_close_to_open,weekly_close_to_close,weekly_open_to_close,weekly_close_to_high,weekly_close_to_low,day_4_p_shape,day_4_range,day_4_w_poc_dir,day_4_w_high_pos,day_4_w_low_pos,day_4_w_poc_pos,day_4_w_close_pos,day_4_t_close_pos,day_4_return,day_4_reversal,day_4_open_tpo,day_4_high_tpo,day_4_low_tpo,day_4_close_tpo,day_4_poc_price_tpo,day_4_va_l_p_tpo,day_4_va_l_poc_mid_tpo,day_4_va_l_low_mid_tpo,day_4_va_h_poc_mid_tpo,day_4_va_h_high_mid_tpo,day_4_va_h_p_tpo,day_4_balance_target_tpo
0,2022-12-23 09:15:00,18332.65,18468.8,18069.85,18113.85,18325.0,18200.0,18400.0,18262.5,18134.925,18362.5,18434.4,18580.15,False,[],[],[],D,398.9500000000007,GAP_DOWN,D,270.9500000000007,-1.0,-5.0,-73.0,-39.0,-62.0,16.0,-0.01613406316161392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,309.84999999999854,1.0,119.0,-3.0,86.0,90.0,76.0,0.010588274902365802,112.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,181.79999999999927,1.0,123.0,62.0,93.0,118.0,92.0,0.006876620600434258,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,D,104.75,1.0,108.0,79.0,94.0,90.0,39.0,-0.001373099924727783,44.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,B,236.90000000000146,1.0,115.0,54.0,64.0,109.0,90.0,0.005403315984924717,154.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,43,87,0,15,0,132,0,0,0,0,0.0,0.0,13.0,12.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,INSIDE_VA,-0.004259171849165022,0.005147994490403818,0.00944740445868697,0.006395658570651941,-0.01874808502885905,,,,,,,,,,,,,,,,,,,,,,
1,2022-12-16 09:15:00,18648.85,18694.15,18349.6,18395.1,18525.0,18475.0,18650.0,18500.0,18412.3,18587.5,18672.075,18700.4,True,[18325. 18350.],[],[],D,344.5500000000029,GAP_DOWN,D,185.79999999999927,-1.0,27.0,-27.0,-6.0,-22.0,11.0,-0.006537066936303737,0.0,0.0,7.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,B,187.10000000000218,0.0,97.0,-6.0,52.0,95.0,98.0,0.008396785746531465,95.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,B,202.25,-1.0,82.0,-25.0,-2.0,73.0,91.0,-0.002208559660956233,122.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,310.59999999999854,-1.0,115.0,-18.0,34.0,-0.0,14.0,-0.009897974722095304,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,b,250.15000000000146,-1.0,48.0,-38.0,-22.0,-22.0,18.0,-0.005039658127169666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,130,70,0,2,0,31,0,0,0,0,0.0,0.0,18.0,13.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,GAP_DOWN,-0.0033949258226373402,-0.015289397720045006,-0.011934990304184212,0.004253850210110377,-0.017749291931003386,,,,,,,,,,,,,,,,,,,,,,
2,2022-12-09 09:15:00,18755.45,18758.8,18532.55,18613.05,18625.0,18575.0,18675.0,18600.0,18553.775,18650.0,18716.9,18491.2,False,[],[18775. 18750.],[],D,226.25,INSIDE_VA,B,254.60000000000218,-1.0,58.0,-54.0,-19.0,-18.0,32.0,-0.006565286183618513,0.0,0.0,2.0,3.0,2.0,1.0,1.0,5.0,1.0,0.0,0.0,6.0,D,175.84999999999854,-1.0,44.0,-29.0,29.0,33.0,85.0,0.0002514757298881509,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,D,127.04999999999927,1.0,87.0,46.0,76.0,80.0,84.0,0.005468897840015252,0.0,0.0,0.0,4.0,3.0,0.0,7.0,6.0,2.0,0.0,0.0,0.0,1.0,D,63.19999999999709,1.0,112.0,92.0,106.0,95.0,16.0,0.002487007068477487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,B,265.2000000000007,1.0,88.0,11.0,63.0,13.0,3.0,-0.013291923466842714,488.0,0.0,0.0,4.0,1.0,1.0,6.0,1.0,3.0,1.0,0.0,0.0,2.0,0,0,62,33,32,140,38,89,68,0,103,137,0.0,0.0,16.0,10.0,10.0,13.0,10.0,15.0,8.0,0.0,8.0,16.0,GAP_DOWN,0.0019233817133677,-0.011709526380684565,-0.013606737144649661,0.004461923220536068,-0.01436357824214718,,,,,,,,,,,,,,,,,,,,,,
3,2022-12-02 09:15:00,18469.75,18885.0,18449.6,18800.85,18625.0,18450.0,18675.0,18537.5,18449.8,18650.0,18780.0,18365.0,True,[],[],[18725.],B,435.40000000000146,ABOVE_VA,D,142.75,1.0,76.0,44.0,58.0,59.0,46.0,-0.005068919756287538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,b,137.25,-1.0,74.0,-44.0,19.0,44.0,75.0,-0.000636174825118685,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,b,77.0,-1.0,37.0,-9.0,13.0,32.0,89.0,-0.002508873333993189,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,D,139.89999999999782,-1.0,48.0,-32.0,3.0,-18.0,17.0,-0.005094721600278906,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,D,88.04999999999927,-1.0,41.0,2.0,23.0,36.0,86.0,0.003304270486611749,69.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,118,0,9,0,133,1,98,0,0.0,0.0,0.0,0.0,23.0,0.0,11.0,0.0,16.0,0.0,15.0,0.0,INSIDE_VA,-0.0024147844379375227,-0.009988910075874213,-0.007592459791687323,-0.0010052736977316235,-0.01449136608185253,,,,,,,,,,,,,,,,,,,,,,
4,2022-11-25 09:15:00,18371.25,18521.4,18133.9,18514.45,18275.0,18150.0,18325.0,18212.5,18141.95,18300.0,18423.2,18028.6,True,[],[],[18450.],B,387.5,ABOVE_VA,D,89.80000000000291,1.0,103.0,80.0,91.0,94.0,59.0,-0.0008992975756774158,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,248.65000000000146,1.0,196.0,-100.0,155.0,124.0,76.0,0.00301657494404739,188.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,D,125.94999999999709,1.0,141.0,63.0,126.0,98.0,44.0,0.002937435322525106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,199.5,1.0,162.0,74.0,86.0,146.0,82.0,0.009251347531451515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,109.39999999999782,1.0,122.0,92.0,109.0,98.0,21.0,0.0010968970061633332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,17,0,18,0,0,0,0,0,1,0,0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GAP_UP,-0.0024143304283951172,0.015468998538978873,0.017926609726715226,0.020154527949790557,-0.008039666314689442,,,,,,,,,,,,,,,,,,,,,,
5,2022-11-18 09:15:00,18266.15,18439.3,18264.5,18333.4,18350.0,18300.0,18400.0,18325.0,18282.25,18375.0,18419.65,18260.7,True,[],[],[],D,174.79999999999927,INSIDE_VA,B,184.79999999999927,-1.0,74.0,-31.0,-3.0,23.0,51.0,-0.0015736306413431933,8.0,0.0,9.0,4.0,1.0,5.0,4.0,4.0,1.0,0.0,0.0,9.0,D,128.95000000000073,-1.0,30.0,-49.0,-29.0,-36.0,16.0,-0.008227462570781552,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B,124.14999999999782,1.0,53.0,2.0,31.0,48.0,90.0,0.005241283577403166,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,b,79.40000000000146,1.0,79.0,46.0,58.0,49.0,9.0,0.0002356280583701853,0.0,11.0,0.0,9.0,0.0,0.0,3.0,1.0,11.0,0.0,0.0,0.0,9.0,B,235.45000000000073,1.0,163.0,66.0,99.0,157.0,94.0,0.014301445210207264,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,8.0,1.0,4.0,0.0,119,2,99,16,27,68,28,67,73,1,31,94,15.0,2.0,15.0,7.0,6.0,10.0,7.0,15.0,7.0,5.0,5.0,15.0,GAP_UP,0.0020645379471346814,0.009875418634841315,0.0077947880519835255,0.010707233791876991,-0.010911778502623815,,,,,,,,,,,,,,,,,,,,,,
6,2022-11-11 09:15:00,18075.55,18261.5,17970.8,18036.45,18150.0,18050.0,18225.0,18100.0,18010.4,18187.5,18243.25,18329.2,False,[],[],[],b,290.7000000000007,GAP_UP,D,102.95000000000073,1.0,135.0,99.0,118.0,133.0,94.0,0.017744622694598977,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,b,88.04999999999927,1.0,141.0,49.0,79.0,57.0,8.0,-0.0020646637430883352,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,B,145.95000000000073,1.0,124.0,13.0,53.0,118.0,94.0,0.005521710174358319,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,D,98.0,1.0,110.0,49.0,90.0,86.0,61.0,-0.0008794907639897431,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,104.64999999999782,1.0,88.0,28.0,66.0,39.0,20.0,-0.003811764578029675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,3,0,0,0,0,0,0,0,0,0,187,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,GAP_UP,0.012735322083891276,0.0164638828594319,0.0036816734779907545,0.02249333987564084,0.012358307760119036,,,,,,,,,,,,,,,,,,,,,,
7,2022-11-04 09:15:00,17782.15,18174.7,17725.85,18047.85,18075.0,17950.0,18150.0,18012.5,17837.925,18112.5,18162.35,18424.15,True,[],[],[17900.],B,448.8500000000022,INSIDE_VA,D,117.94999999999709,-1.0,91.0,65.0,73.0,89.0,93.0,0.004404956823111927,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,D,190.75,1.0,207.0,40.0,106.0,158.0,71.0,0.003999481446543385,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,6.0,0.0,D,178.90000000000146,1.0,120.0,43.0,78.0,45.0,3.0,-0.0042747605062678495,72.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,D,133.6999999999971,-1.0,35.0,-20.0,7.0,7.0,50.0,-0.004723527415496531,0.0,0.0,0.0,0.0,7.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,77,0,123,35,0,14,0,30,38,58,0,0.0,13.0,0.0,13.0,7.0,1.0,13.0,0.0,11.0,13.0,13.0,0.0,INSIDE_VA,0.0015348088553484018,-0.0006316541859555658,-0.0021631430302258003,0.013771723501691424,-0.004346778148089481,,,,,,,,,,,,,,,,,,,,,,
8,2022-10-28 09:15:00,17620.45,17779.25,17523.0,17758.5,17675.0,17650.0,17750.0,17662.5,17586.5,17712.5,17764.625,17827.0,True,[17500. 17525.],[],[],D,256.25,GAP_UP,D,115.20000000000073,1.0,123.0,78.0,94.0,107.0,63.0,0.00214263592082653,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,2.0,B,122.89999999999782,1.0,265.0,156.0,214.0,255.0,91.0,0.01206975509298136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,115.64999999999782,1.0,152.0,113.0,133.0,141.0,71.0,0.007259311489699494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,130.09999999999854,-1.0,101.0,72.0,83.0,78.0,20.0,-0.003750943937030349,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,147.09999999999854,-1.0,85.0,52.0,71.0,72.0,60.0,-0.0014495920947436014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41,0,61,0,0,0,0,0,57,45,16,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,GAP_UP,0.0013317566235888645,0.01629360587887474,0.014941950214119037,0.02366472393501695,-0.0019596249683250244,,,,,,,,,,,,,,,,,,,,,,
9,2022-10-21 09:15:00,17313.45,17604.7,17100.1,17564.1,17500.0,17300.0,17625.0,17400.0,17200.05,17562.5,17614.85,17899.9,True,[17100. 17125.],[],[],B,504.6000000000022,GAP_UP,D,149.40000000000146,1.0,113.0,83.0,106.0,96.0,43.0,0.001178540318035104,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,0.0,b,174.5,1.0,199.0,78.0,118.0,81.0,2.0,0.0031532914790046718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,129.40000000000146,1.0,105.0,53.0,77.0,94.0,80.0,0.0067034197361148795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,20,0,0,0,0,18,11,25,0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,6.0,6.0,0.0,GAP_UP,0.003208248643540079,0.011068030812851237,0.007834646674744317,0.014085549501540173,-0.0024681025500878917,,,,,,,,,,,,,,,,,,,,,,
